column_name,row_index,violated_rule
beer_name,131,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,132,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,133,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,134,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,135,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,136,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,137,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,138,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,139,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,140,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,141,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,142,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,143,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,144,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,145,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,146,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,147,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,148,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,149,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,150,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,151,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,152,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,153,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,154,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,155,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,156,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,157,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,158,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,159,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,160,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,161,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,162,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,163,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,164,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,165,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,166,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,167,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,168,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,169,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,170,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,171,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,172,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,173,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,174,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,175,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,176,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,177,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,178,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,179,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,180,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,181,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,182,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,183,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,184,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,185,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,186,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,187,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,188,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,189,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,190,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,191,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,192,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,193,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,194,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,195,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,196,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,197,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,198,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,199,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,200,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,201,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,202,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,203,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,204,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,205,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,206,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,207,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,208,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,209,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,210,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,211,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,212,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,213,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,214,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,215,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,216,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,217,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,218,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,219,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,220,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,221,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,222,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,223,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,224,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,225,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,226,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,227,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,228,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,229,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,230,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,231,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,232,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,233,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,234,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,235,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,236,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,237,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,238,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,239,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,240,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,241,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,242,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,243,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,244,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,245,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,246,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,247,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,248,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,249,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,250,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,251,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,252,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,253,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,254,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,255,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,256,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,257,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,258,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,259,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,260,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,261,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,262,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,263,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,264,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,265,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,266,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,267,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,268,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,269,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,270,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,271,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,272,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,273,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,274,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,275,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,276,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,277,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,278,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,279,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,280,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,281,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,282,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,283,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,284,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,285,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,286,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,287,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,288,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,289,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,290,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,291,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,292,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,293,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,294,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,295,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,296,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,297,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,298,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,299,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,300,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,301,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,302,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,303,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,304,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,305,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,306,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,307,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,308,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,309,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,310,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,311,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,312,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,313,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,314,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,315,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,316,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,317,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,318,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,319,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,320,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,321,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,322,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,323,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,324,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,325,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,326,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,327,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,328,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,329,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,330,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,331,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,332,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,333,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,334,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,335,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,336,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,337,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,338,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,339,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,340,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,341,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,342,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,343,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,344,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,345,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,346,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,347,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,348,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,349,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,350,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,351,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,352,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,353,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,354,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,355,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,356,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,357,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,358,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,359,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,360,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,361,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,362,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,363,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,364,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,365,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,366,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,367,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,369,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,370,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,371,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,372,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,373,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,374,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,375,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,376,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,377,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,378,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,379,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,380,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,381,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,382,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,383,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,384,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,385,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,386,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,387,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
beer_name,388,NUMERIC FIELD with FORMAT (Use regex or pattern validation)
